Answer.misread_instructions,proportion,sentence,quantifier,rating,Answer.condition,trial,Answer.time_in_minutes,workerid
,75,... most of the gumballs.,most,0.79,,12,6.8925,23
,75,... all of the gumballs.,all,0,,12,6.8925,23
,75,,other,0,,12,6.8925,23
,90,... some of the gumballs.,some,0.1299999999999999,,13,6.8925,23
,90,... most of the gumballs.,most,0.82,,13,6.8925,23
,90,... all of the gumballs.,all,0.05,,13,6.8925,23
,90,,other,0,,13,6.8925,23
,100,... some of the gumballs.,some,0,,14,6.8925,23
,100,... most of the gumballs.,most,0,,14,6.8925,23
,100,... all of the gumballs.,all,1,,14,6.8925,23
,100,,other,0,,14,6.8925,23
,10,... some of the gumballs.,some,1,,15,6.8925,23
,10,... most of the gumballs.,most,0,,15,6.8925,23
,10,... all of the gumballs.,all,0,,15,6.8925,23
,10,,other,0,,15,6.8925,23
,25,... some of the gumballs.,some,1,,16,6.8925,23
,25,... most of the gumballs.,most,0,,16,6.8925,23
,25,... all of the gumballs.,all,0,,16,6.8925,23
,25,,other,0,,16,6.8925,23
,100,... most of the gumballs.,most,0,,1,3.94425,24
,100,... some of the gumballs.,some,0,,1,3.94425,24
,100,... all of the gumballs.,all,0.99,,1,3.94425,24
,100,,other,0,,1,3.94425,24
,50,... most of the gumballs.,most,0,,2,3.94425,24
,50,... some of the gumballs.,some,1,,2,3.94425,24
,50,... all of the gumballs.,all,0,,2,3.94425,24
,50,,other,0,,2,3.94425,24
,60,... most of the gumballs.,most,1,,3,3.94425,24
,60,... some of the gumballs.,some,0,,3,3.94425,24
,60,... all of the gumballs.,all,0,,3,3.94425,24
,60,,other,0,,3,3.94425,24
,25,... most of the gumballs.,most,0.3899999999999999,,4,3.94425,24
,25,... some of the gumballs.,some,0.6100000000000001,,4,3.94425,24
,25,... all of the gumballs.,all,0,,4,3.94425,24
,25,,other,0,,4,3.94425,24
,50,... most of the gumballs.,most,0.4899999999999999,,5,3.94425,24
,50,... some of the gumballs.,some,0.51,,5,3.94425,24
,50,... all of the gumballs.,all,0,,5,3.94425,24
,50,,other,0,,5,3.94425,24
,90,... most of the gumballs.,most,1,,6,3.94425,24
,90,... some of the gumballs.,some,0,,6,3.94425,24
,90,... all of the gumballs.,all,0,,6,3.94425,24
,90,,other,0,,6,3.94425,24
,100,... most of the gumballs.,most,0,,7,3.94425,24
,100,... some of the gumballs.,some,0,,7,3.94425,24
,100,... all of the gumballs.,all,1,,7,3.94425,24
,100,,other,0,,7,3.94425,24
,75,... most of the gumballs.,most,0.6399999999999999,,8,3.94425,24
,75,... some of the gumballs.,some,0.36,,8,3.94425,24
,75,... all of the gumballs.,all,0,,8,3.94425,24
,75,,other,0,,8,3.94425,24
,10,... most of the gumballs.,most,0,,9,3.94425,24
,10,... some of the gumballs.,some,0.3500000000000001,,9,3.94425,24
,10,... all of the gumballs.,all,0,,9,3.94425,24
,10,,other,0.65,,9,3.94425,24
,40,... most of the gumballs.,most,0.21999999999999997,,10,3.94425,24
,40,... some of the gumballs.,some,0.78,,10,3.94425,24
,40,... all of the gumballs.,all,0,,10,3.94425,24
,40,,other,0,,10,3.94425,24
,40,... most of the gumballs.,most,0.27,,11,3.94425,24
,40,... some of the gumballs.,some,0.73,,11,3.94425,24
,40,... all of the gumballs.,all,0,,11,3.94425,24
,40,,other,0,,11,3.94425,24
,90,... most of the gumballs.,most,1,,12,3.94425,24
,90,... some of the gumballs.,some,0,,12,3.94425,24
,90,... all of the gumballs.,all,0,,12,3.94425,24
,90,,other,0,,12,3.94425,24
,10,... most of the gumballs.,most,0,,13,3.94425,24
,10,... some of the gumballs.,some,0.27,,13,3.94425,24
,10,... all of the gumballs.,all,0,,13,3.94425,24
,10,,other,0.73,,13,3.94425,24
,25,... most of the gumballs.,most,0,,14,3.94425,24
,25,... some of the gumballs.,some,0.94,,14,3.94425,24
,25,... all of the gumballs.,all,0,,14,3.94425,24
,25,,other,0.06000000000000005,,14,3.94425,24
,60,... most of the gumballs.,most,0.78,,15,3.94425,24
,60,... some of the gumballs.,some,0.21999999999999997,,15,3.94425,24
,60,... all of the gumballs.,all,0,,15,3.94425,24
,60,,other,0,,15,3.94425,24
,75,... most of the gumballs.,most,0.94,,16,3.94425,24
,75,... some of the gumballs.,some,0.06000000000000005,,16,3.94425,24
,75,... all of the gumballs.,all,0,,16,3.94425,24
,75,,other,0,,16,3.94425,24
,60,... most of the gumballs.,most,0.46,,1,3.4951666666666665,25
,60,... some of the gumballs.,some,0.5399999999999999,,1,3.4951666666666665,25
,60,... all of the gumballs.,all,0,,1,3.4951666666666665,25
,60,,other,0,,1,3.4951666666666665,25
,10,... most of the gumballs.,most,0,,2,3.4951666666666665,25
,10,... some of the gumballs.,some,0.96,,2,3.4951666666666665,25
,10,... all of the gumballs.,all,0,,2,3.4951666666666665,25
,10,,other,0.04,,2,3.4951666666666665,25
,75,... most of the gumballs.,most,0.95,,3,3.4951666666666665,25
,75,... some of the gumballs.,some,0,,3,3.4951666666666665,25
,75,... all of the gumballs.,all,0.05,,3,3.4951666666666665,25
,75,,other,0,,3,3.4951666666666665,25
,100,... most of the gumballs.,most,1,,4,3.4951666666666665,25
,100,... some of the gumballs.,some,0,,4,3.4951666666666665,25
,100,... all of the gumballs.,all,0,,4,3.4951666666666665,25
,100,,other,0,,4,3.4951666666666665,25
,50,... most of the gumballs.,most,0.61,,5,3.4951666666666665,25
,50,... some of the gumballs.,some,0.3899999999999999,,5,3.4951666666666665,25
,50,... all of the gumballs.,all,0,,5,3.4951666666666665,25
,50,,other,0,,5,3.4951666666666665,25
,40,... most of the gumballs.,most,0,,6,3.4951666666666665,25
,40,... some of the gumballs.,some,0.79,,6,3.4951666666666665,25
,40,... all of the gumballs.,all,0.21000000000000008,,6,3.4951666666666665,25
,40,,other,0,,6,3.4951666666666665,25
,25,... most of the gumballs.,most,1,,7,3.4951666666666665,25
,25,... some of the gumballs.,some,0,,7,3.4951666666666665,25
,25,... all of the gumballs.,all,0,,7,3.4951666666666665,25
,25,,other,0,,7,3.4951666666666665,25
,50,... most of the gumballs.,most,0.63,,8,3.4951666666666665,25
,50,... some of the gumballs.,some,0.37,,8,3.4951666666666665,25
,50,... all of the gumballs.,all,0,,8,3.4951666666666665,25
,50,,other,0,,8,3.4951666666666665,25
,75,... most of the gumballs.,most,0.79,,9,3.4951666666666665,25
,75,... some of the gumballs.,some,0.20999999999999985,,9,3.4951666666666665,25
,75,... all of the gumballs.,all,0,,9,3.4951666666666665,25
,75,,other,0,,9,3.4951666666666665,25
,40,... most of the gumballs.,most,0.63,,10,3.4951666666666665,25
,40,... some of the gumballs.,some,0.37,,10,3.4951666666666665,25
,40,... all of the gumballs.,all,0,,10,3.4951666666666665,25
,40,,other,0,,10,3.4951666666666665,25
,90,... most of the gumballs.,most,1,,11,3.4951666666666665,25
,90,... some of the gumballs.,some,0,,11,3.4951666666666665,25
,90,... all of the gumballs.,all,0,,11,3.4951666666666665,25
,90,,other,0,,11,3.4951666666666665,25
,100,... most of the gumballs.,most,1,,12,3.4951666666666665,25
,100,... some of the gumballs.,some,0,,12,3.4951666666666665,25
,100,... all of the gumballs.,all,0,,12,3.4951666666666665,25
,100,,other,0,,12,3.4951666666666665,25
,10,... most of the gumballs.,most,0,,13,3.4951666666666665,25
,10,... some of the gumballs.,some,1,,13,3.4951666666666665,25
,10,... all of the gumballs.,all,0,,13,3.4951666666666665,25
,10,,other,0,,13,3.4951666666666665,25
,90,... most of the gumballs.,most,1,,14,3.4951666666666665,25
,90,... some of the gumballs.,some,0,,14,3.4951666666666665,25
,90,... all of the gumballs.,all,0,,14,3.4951666666666665,25
,90,,other,0,,14,3.4951666666666665,25
,25,... most of the gumballs.,most,0,,15,3.4951666666666665,25
,25,... some of the gumballs.,some,1,,15,3.4951666666666665,25
,25,... all of the gumballs.,all,0,,15,3.4951666666666665,25
,25,,other,0,,15,3.4951666666666665,25
,60,... most of the gumballs.,most,1,,16,3.4951666666666665,25
,60,... some of the gumballs.,some,0,,16,3.4951666666666665,25
,60,... all of the gumballs.,all,0,,16,3.4951666666666665,25
,60,,other,0,,16,3.4951666666666665,25
,40,... all of the gumballs.,all,0.15,,1,12.5956,26
,40,... most of the gumballs.,most,0.35,,1,12.5956,26
,40,... some of the gumballs.,some,0.25,,1,12.5956,26
,40,,other,0.25,,1,12.5956,26
,25,... all of the gumballs.,all,0.15,,2,12.5956,26
,25,... most of the gumballs.,most,0.35,,2,12.5956,26
,25,... some of the gumballs.,some,0.27,,2,12.5956,26
,25,,other,0.22999999999999998,,2,12.5956,26
,60,... all of the gumballs.,all,0.23,,3,12.5956,26
,60,... most of the gumballs.,most,0.26,,3,12.5956,26
,60,... some of the gumballs.,some,0.15,,3,12.5956,26
,60,,other,0.36,,3,12.5956,26
,10,... all of the gumballs.,all,0.31,,4,12.5956,26
,10,... most of the gumballs.,most,0.21,,4,12.5956,26
,10,... some of the gumballs.,some,0.32,,4,12.5956,26
,10,,other,0.15999999999999992,,4,12.5956,26
,90,... all of the gumballs.,all,0.27,,5,12.5956,26
,90,... most of the gumballs.,most,0.43,,5,12.5956,26
,90,... some of the gumballs.,some,0.24,,5,12.5956,26
,90,,other,0.06000000000000005,,5,12.5956,26
,10,... all of the gumballs.,all,0.17,,6,12.5956,26
,10,... most of the gumballs.,most,0.42,,6,12.5956,26
,10,... some of the gumballs.,some,0.29,,6,12.5956,26
,10,,other,0.1200000000000001,,6,12.5956,26
,40,... all of the gumballs.,all,0.26,,7,12.5956,26
,40,... most of the gumballs.,most,0.22999999999999998,,7,12.5956,26
,40,... some of the gumballs.,some,0.22999999999999998,,7,12.5956,26
,40,,other,0.28,,7,12.5956,26
,60,... all of the gumballs.,all,0.22,,8,12.5956,26
,60,... most of the gumballs.,most,0.29000000000000004,,8,12.5956,26
,60,... some of the gumballs.,some,0.24,,8,12.5956,26
,60,,other,0.25,,8,12.5956,26
,100,... all of the gumballs.,all,0.25,,9,12.5956,26
,100,... most of the gumballs.,most,0.26,,9,12.5956,26
,100,... some of the gumballs.,some,0.22999999999999998,,9,12.5956,26
,100,,other,0.26,,9,12.5956,26
,75,... all of the gumballs.,all,0.24,,10,12.5956,26
,75,... most of the gumballs.,most,0.32,,10,12.5956,26
,75,... some of the gumballs.,some,0.22,,10,12.5956,26
,75,,other,0.21999999999999997,,10,12.5956,26
,50,... all of the gumballs.,all,0.32,,11,12.5956,26
,50,... most of the gumballs.,most,0.23,,11,12.5956,26
,50,... some of the gumballs.,some,0.38,,11,12.5956,26
,50,,other,0.06999999999999984,,11,12.5956,26
,90,... all of the gumballs.,all,0.37,,12,12.5956,26
,90,... most of the gumballs.,most,0.24,,12,12.5956,26
,90,... some of the gumballs.,some,0.39,,12,12.5956,26
,90,,other,0,,12,12.5956,26
,25,... all of the gumballs.,all,0.29,,13,12.5956,26
,25,... most of the gumballs.,most,0.17,,13,12.5956,26
,25,... some of the gumballs.,some,0.33,,13,12.5956,26
,25,,other,0.20999999999999996,,13,12.5956,26
,100,... all of the gumballs.,all,0.22,,14,12.5956,26
,100,... most of the gumballs.,most,0.26,,14,12.5956,26
,100,... some of the gumballs.,some,0.26,,14,12.5956,26
,100,,other,0.25,,14,12.5956,26
,50,... all of the gumballs.,all,0.39,,15,12.5956,26
,50,... most of the gumballs.,most,0.2,,15,12.5956,26
,50,... some of the gumballs.,some,0.38,,15,12.5956,26
,50,,other,0.029999999999999805,,15,12.5956,26
,75,... all of the gumballs.,all,0.39,,16,12.5956,26
,75,... most of the gumballs.,most,0.21,,16,12.5956,26
,75,... some of the gumballs.,some,0.38,,16,12.5956,26
,75,,other,0.020000000000000018,,16,12.5956,26
,60,... most of the gumballs.,most,0.8400000000000001,,1,2.24135,27
,60,... some of the gumballs.,some,0.16,,1,2.24135,27
,60,... all of the gumballs.,all,0,,1,2.24135,27
,60,,other,0,,1,2.24135,27
,100,... most of the gumballs.,most,0,,2,2.24135,27
,100,... some of the gumballs.,some,0,,2,2.24135,27
,100,... all of the gumballs.,all,1,,2,2.24135,27
,100,,other,0,,2,2.24135,27
,75,... most of the gumballs.,most,1,,3,2.24135,27
,75,... some of the gumballs.,some,0,,3,2.24135,27
,75,... all of the gumballs.,all,0,,3,2.24135,27
,75,,other,0,,3,2.24135,27
,50,... most of the gumballs.,most,0.26,,4,2.24135,27
,50,... some of the gumballs.,some,0.74,,4,2.24135,27
,50,... all of the gumballs.,all,0,,4,2.24135,27
,50,,other,0,,4,2.24135,27
,40,... most of the gumballs.,most,0,,5,2.24135,27
,40,... some of the gumballs.,some,1,,5,2.24135,27
,40,... all of the gumballs.,all,0,,5,2.24135,27
,40,,other,0,,5,2.24135,27
,60,... most of the gumballs.,most,1,,6,2.24135,27
,60,... some of the gumballs.,some,0,,6,2.24135,27
,60,... all of the gumballs.,all,0,,6,2.24135,27
,60,,other,0,,6,2.24135,27
,40,... most of the gumballs.,most,0,,7,2.24135,27
,40,... some of the gumballs.,some,1,,7,2.24135,27
,40,... all of the gumballs.,all,0,,7,2.24135,27
,40,,other,0,,7,2.24135,27
,90,... most of the gumballs.,most,0.82,,8,2.24135,27
,90,... some of the gumballs.,some,0,,8,2.24135,27
,90,... all of the gumballs.,all,0.17999999999999994,,8,2.24135,27
,90,,other,0,,8,2.24135,27
,10,... most of the gumballs.,most,0,,9,2.24135,27
,10,... some of the gumballs.,some,0.18,,9,2.24135,27
,10,... all of the gumballs.,all,0,,9,2.24135,27
,10,,other,0.8200000000000001,,9,2.24135,27
,25,... most of the gumballs.,most,0,,10,2.24135,27
,25,... some of the gumballs.,some,1,,10,2.24135,27
,25,... all of the gumballs.,all,0,,10,2.24135,27
,25,,other,0,,10,2.24135,27
,10,... most of the gumballs.,most,0,,11,2.24135,27
,10,... some of the gumballs.,some,0.27,,11,2.24135,27
,10,... all of the gumballs.,all,0,,11,2.24135,27
,10,,other,0.73,,11,2.24135,27
,25,... most of the gumballs.,most,0,,12,2.24135,27
,25,... some of the gumballs.,some,0.22,,12,2.24135,27
,25,... all of the gumballs.,all,0,,12,2.24135,27
,25,,other,0.78,,12,2.24135,27
,90,... most of the gumballs.,most,0.85,,13,2.24135,27
,90,... some of the gumballs.,some,0,,13,2.24135,27
,90,... all of the gumballs.,all,0.1499999999999999,,13,2.24135,27
,90,,other,0,,13,2.24135,27
,75,... most of the gumballs.,most,1,,14,2.24135,27
,75,... some of the gumballs.,some,0,,14,2.24135,27
,75,... all of the gumballs.,all,0,,14,2.24135,27
,75,,other,0,,14,2.24135,27
,50,... most of the gumballs.,most,0.75,,15,2.24135,27
,50,... some of the gumballs.,some,0,,15,2.24135,27
,50,... all of the gumballs.,all,0,,15,2.24135,27
,50,,other,0.25,,15,2.24135,27
,100,... most of the gumballs.,most,0,,16,2.24135,27
,100,... some of the gumballs.,some,0,,16,2.24135,27
,100,... all of the gumballs.,all,1,,16,2.24135,27
,100,,other,0,,16,2.24135,27
,25,... all of the gumballs.,all,0.04,,1,11.196233333333334,28
,25,... some of the gumballs.,some,0.81,,1,11.196233333333334,28
,25,... most of the gumballs.,most,0.11,,1,11.196233333333334,28
,25,,other,0.039999999999999925,,1,11.196233333333334,28
,50,... all of the gumballs.,all,0.06,,2,11.196233333333334,28
,50,... some of the gumballs.,some,0.59,,2,11.196233333333334,28
,50,... most of the gumballs.,most,0.11,,2,11.196233333333334,28
,50,,other,0.2400000000000001,,2,11.196233333333334,28
,10,... all of the gumballs.,all,0.05,,3,11.196233333333334,28
,10,... some of the gumballs.,some,0.12,,3,11.196233333333334,28
,10,... most of the gumballs.,most,0.040000000000000036,,3,11.196233333333334,28
,10,,other,0.79,,3,11.196233333333334,28
,60,... all of the gumballs.,all,0.01,,4,11.196233333333334,28
,60,... some of the gumballs.,some,0.03,,4,11.196233333333334,28
,60,... most of the gumballs.,most,0.79,,4,11.196233333333334,28
,60,,other,0.16999999999999993,,4,11.196233333333334,28
,100,... all of the gumballs.,all,0.76,,5,11.196233333333334,28
,100,... some of the gumballs.,some,0,,5,11.196233333333334,28
,100,... most of the gumballs.,most,0,,5,11.196233333333334,28
,100,,other,0.2400000000000001,,5,11.196233333333334,28
,50,... all of the gumballs.,all,0,,6,11.196233333333334,28
,50,... some of the gumballs.,some,0.74,,6,11.196233333333334,28
,50,... most of the gumballs.,most,0,,6,11.196233333333334,28
,50,,other,0.26,,6,11.196233333333334,28
,25,... all of the gumballs.,all,0,,7,11.196233333333334,28
,25,... some of the gumballs.,some,0.71,,7,11.196233333333334,28
,25,... most of the gumballs.,most,0,,7,11.196233333333334,28
,25,,other,0.29000000000000015,,7,11.196233333333334,28
,100,... all of the gumballs.,all,0.9,,8,11.196233333333334,28
,100,... some of the gumballs.,some,2.220446049250313e-16,,8,11.196233333333334,28
,100,... most of the gumballs.,most,-2.220446049250313e-16,,8,11.196233333333334,28
,100,,other,0.1,,8,11.196233333333334,28
,10,... all of the gumballs.,all,2.220446049250313e-16,,9,11.196233333333334,28
,10,... some of the gumballs.,some,0.29000000000000015,,9,11.196233333333334,28
,10,... most of the gumballs.,most,-2.220446049250313e-16,,9,11.196233333333334,28
,10,,other,0.71,,9,11.196233333333334,28
,75,... all of the gumballs.,all,0,,10,11.196233333333334,28
,75,... some of the gumballs.,some,0,,10,11.196233333333334,28
,75,... most of the gumballs.,most,0.8,,10,11.196233333333334,28
,75,,other,0.19999999999999996,,10,11.196233333333334,28
,75,... all of the gumballs.,all,0,,11,11.196233333333334,28
,75,... some of the gumballs.,some,0,,11,11.196233333333334,28
,75,... most of the gumballs.,most,0.65,,11,11.196233333333334,28
,75,,other,0.35,,11,11.196233333333334,28
,60,... all of the gumballs.,all,0,,12,11.196233333333334,28
,60,... some of the gumballs.,some,0.63,,12,11.196233333333334,28
,60,... most of the gumballs.,most,2.220446049250313e-16,,12,11.196233333333334,28
,60,,other,0.3699999999999999,,12,11.196233333333334,28
,90,... all of the gumballs.,all,0,,13,11.196233333333334,28
,90,... some of the gumballs.,some,0,,13,11.196233333333334,28
,90,... most of the gumballs.,most,0.81,,13,11.196233333333334,28
,90,,other,0.18999999999999995,,13,11.196233333333334,28
,90,... all of the gumballs.,all,0,,14,11.196233333333334,28
,90,... some of the gumballs.,some,0,,14,11.196233333333334,28
,90,... most of the gumballs.,most,0.62,,14,11.196233333333334,28
,90,,other,0.38,,14,11.196233333333334,28
,40,... all of the gumballs.,all,0,,15,11.196233333333334,28
,40,... some of the gumballs.,some,0.65,,15,11.196233333333334,28
,40,... most of the gumballs.,most,0,,15,11.196233333333334,28
,40,,other,0.35,,15,11.196233333333334,28
,40,... all of the gumballs.,all,0,,16,11.196233333333334,28
,40,... some of the gumballs.,some,0.54,,16,11.196233333333334,28
,40,... most of the gumballs.,most,0,,16,11.196233333333334,28
,40,,other,0.45999999999999996,,16,11.196233333333334,28
,40,... all of the gumballs.,all,0,,1,3.3202666666666665,29
,40,... most of the gumballs.,most,0,,1,3.3202666666666665,29
,40,... some of the gumballs.,some,0.58,,1,3.3202666666666665,29
,40,,other,0.42000000000000015,,1,3.3202666666666665,29
,40,... all of the gumballs.,all,0,,2,3.3202666666666665,29
,40,... most of the gumballs.,most,0,,2,3.3202666666666665,29
,40,... some of the gumballs.,some,0.9099999999999999,,2,3.3202666666666665,29
,40,,other,0.09,,2,3.3202666666666665,29
,10,... all of the gumballs.,all,0,,3,3.3202666666666665,29
,10,... most of the gumballs.,most,0,,3,3.3202666666666665,29
,10,... some of the gumballs.,some,0.45000000000000007,,3,3.3202666666666665,29
,10,,other,0.55,,3,3.3202666666666665,29
,10,... all of the gumballs.,all,0,,4,3.3202666666666665,29
,10,... most of the gumballs.,most,0,,4,3.3202666666666665,29
,10,... some of the gumballs.,some,0.42999999999999994,,4,3.3202666666666665,29
,10,,other,0.57,,4,3.3202666666666665,29
,75,... all of the gumballs.,all,0,,5,3.3202666666666665,29
,75,... most of the gumballs.,most,1,,5,3.3202666666666665,29
,75,... some of the gumballs.,some,0,,5,3.3202666666666665,29
,75,,other,0,,5,3.3202666666666665,29
,60,... all of the gumballs.,all,0,,6,3.3202666666666665,29
,60,... most of the gumballs.,most,1,,6,3.3202666666666665,29
,60,... some of the gumballs.,some,0,,6,3.3202666666666665,29
,60,,other,0,,6,3.3202666666666665,29
,100,... all of the gumballs.,all,1,,7,3.3202666666666665,29
,100,... most of the gumballs.,most,0,,7,3.3202666666666665,29
,100,... some of the gumballs.,some,0,,7,3.3202666666666665,29
,100,,other,0,,7,3.3202666666666665,29
,60,... all of the gumballs.,all,0,,8,3.3202666666666665,29
,60,... most of the gumballs.,most,1,,8,3.3202666666666665,29
,60,... some of the gumballs.,some,0,,8,3.3202666666666665,29
,60,,other,0,,8,3.3202666666666665,29
,25,... all of the gumballs.,all,0,,9,3.3202666666666665,29
,25,... most of the gumballs.,most,0,,9,3.3202666666666665,29
,25,... some of the gumballs.,some,1,,9,3.3202666666666665,29
,25,,other,0,,9,3.3202666666666665,29
,90,... all of the gumballs.,all,0,,10,3.3202666666666665,29
,90,... most of the gumballs.,most,1,,10,3.3202666666666665,29
,90,... some of the gumballs.,some,0,,10,3.3202666666666665,29
,90,,other,0,,10,3.3202666666666665,29
,25,... all of the gumballs.,all,0,,11,3.3202666666666665,29
,25,... most of the gumballs.,most,0,,11,3.3202666666666665,29
,25,... some of the gumballs.,some,1,,11,3.3202666666666665,29
,25,,other,0,,11,3.3202666666666665,29
,75,... all of the gumballs.,all,0,,12,3.3202666666666665,29
,75,... most of the gumballs.,most,1,,12,3.3202666666666665,29
,75,... some of the gumballs.,some,0,,12,3.3202666666666665,29
,75,,other,0,,12,3.3202666666666665,29
,50,... all of the gumballs.,all,0,,13,3.3202666666666665,29
,50,... most of the gumballs.,most,1,,13,3.3202666666666665,29
,50,... some of the gumballs.,some,0,,13,3.3202666666666665,29
,50,,other,0,,13,3.3202666666666665,29
,100,... all of the gumballs.,all,1,,14,3.3202666666666665,29
,100,... most of the gumballs.,most,0,,14,3.3202666666666665,29
,100,... some of the gumballs.,some,0,,14,3.3202666666666665,29
,100,,other,0,,14,3.3202666666666665,29
,90,... all of the gumballs.,all,0,,15,3.3202666666666665,29
,90,... most of the gumballs.,most,1,,15,3.3202666666666665,29
,90,... some of the gumballs.,some,0,,15,3.3202666666666665,29
,90,,other,0,,15,3.3202666666666665,29
,50,... all of the gumballs.,all,0,,16,3.3202666666666665,29
,50,... most of the gumballs.,most,0,,16,3.3202666666666665,29
,50,... some of the gumballs.,some,0,,16,3.3202666666666665,29
,50,,other,1,,16,3.3202666666666665,29
,50,... most of the gumballs.,most,0.88,,1,7.513883333333333,30
,50,... some of the gumballs.,some,0.12,,1,7.513883333333333,30
,50,... all of the gumballs.,all,0,,1,7.513883333333333,30
,50,,other,0,,1,7.513883333333333,30
,90,... most of the gumballs.,most,0.94,,2,7.513883333333333,30
,90,... some of the gumballs.,some,0.060000000000000164,,2,7.513883333333333,30
,90,... all of the gumballs.,all,0,,2,7.513883333333333,30
,90,,other,0,,2,7.513883333333333,30
,60,... most of the gumballs.,most,0.66,,3,7.513883333333333,30
,60,... some of the gumballs.,some,0.33999999999999986,,3,7.513883333333333,30
,60,... all of the gumballs.,all,0,,3,7.513883333333333,30
,60,,other,2.220446049250313e-16,,3,7.513883333333333,30
,10,... most of the gumballs.,most,0.79,,4,7.513883333333333,30
,10,... some of the gumballs.,some,0.20999999999999985,,4,7.513883333333333,30
,10,... all of the gumballs.,all,1.1102230246251565e-16,,4,7.513883333333333,30
,10,,other,1.1102230246251565e-16,,4,7.513883333333333,30
,60,... most of the gumballs.,most,0.31,,5,7.513883333333333,30
,60,... some of the gumballs.,some,0.67,,5,7.513883333333333,30
,60,... all of the gumballs.,all,0.02000000000000013,,5,7.513883333333333,30
,60,,other,0,,5,7.513883333333333,30
,75,... most of the gumballs.,most,0.47,,6,7.513883333333333,30
,75,... some of the gumballs.,some,0.53,,6,7.513883333333333,30
,75,... all of the gumballs.,all,0,,6,7.513883333333333,30
,75,,other,0,,6,7.513883333333333,30
,75,... most of the gumballs.,most,0.16,,7,7.513883333333333,30
,75,... some of the gumballs.,some,0.48,,7,7.513883333333333,30
,75,... all of the gumballs.,all,0.3600000000000001,,7,7.513883333333333,30
,75,,other,0,,7,7.513883333333333,30
,25,... most of the gumballs.,most,0.35,,8,7.513883333333333,30
,25,... some of the gumballs.,some,0.58,,8,7.513883333333333,30
,25,... all of the gumballs.,all,0.07000000000000006,,8,7.513883333333333,30
,25,,other,0,,8,7.513883333333333,30
,25,... most of the gumballs.,most,0.28,,9,7.513883333333333,30
,25,... some of the gumballs.,some,0.57,,9,7.513883333333333,30
,25,... all of the gumballs.,all,0.15000000000000013,,9,7.513883333333333,30
,25,,other,0,,9,7.513883333333333,30
,100,... most of the gumballs.,most,0.7,,10,7.513883333333333,30
,100,... some of the gumballs.,some,0.30000000000000004,,10,7.513883333333333,30
,100,... all of the gumballs.,all,1.1102230246251565e-16,,10,7.513883333333333,30
,100,,other,0,,10,7.513883333333333,30
,40,... most of the gumballs.,most,0.5,,11,7.513883333333333,30
,40,... some of the gumballs.,some,0.5,,11,7.513883333333333,30
,40,... all of the gumballs.,all,0,,11,7.513883333333333,30
,40,,other,0,,11,7.513883333333333,30
,90,... most of the gumballs.,most,0.35,,12,7.513883333333333,30
,90,... some of the gumballs.,some,0.65,,12,7.513883333333333,30
,90,... all of the gumballs.,all,0,,12,7.513883333333333,30
,90,,other,0,,12,7.513883333333333,30
,10,... most of the gumballs.,most,0.45,,13,7.513883333333333,30
,10,... some of the gumballs.,some,0.55,,13,7.513883333333333,30
,10,... all of the gumballs.,all,0,,13,7.513883333333333,30
,10,,other,0,,13,7.513883333333333,30
,50,... most of the gumballs.,most,0.43,,14,7.513883333333333,30
,50,... some of the gumballs.,some,0.5700000000000001,,14,7.513883333333333,30
,50,... all of the gumballs.,all,0,,14,7.513883333333333,30
,50,,other,0,,14,7.513883333333333,30
,100,... most of the gumballs.,most,0.46,,15,7.513883333333333,30
,100,... some of the gumballs.,some,0.54,,15,7.513883333333333,30
,100,... all of the gumballs.,all,0,,15,7.513883333333333,30
,100,,other,0,,15,7.513883333333333,30
,40,... most of the gumballs.,most,0.53,,16,7.513883333333333,30
,40,... some of the gumballs.,some,0.47,,16,7.513883333333333,30
,40,... all of the gumballs.,all,0,,16,7.513883333333333,30
,40,,other,0,,16,7.513883333333333,30
,40,... most of the gumballs.,most,0.37,,1,3.3180666666666667,31
,40,... all of the gumballs.,all,0.54,,1,3.3180666666666667,31
,40,... some of the gumballs.,some,0.08999999999999986,,1,3.3180666666666667,31
,40,,other,2.220446049250313e-16,,1,3.3180666666666667,31
,10,... most of the gumballs.,most,1.1102230246251565e-16,,2,3.3180666666666667,31
,10,... all of the gumballs.,all,0.48,,2,3.3180666666666667,31
,10,... some of the gumballs.,some,0.3,,2,3.3180666666666667,31
,10,,other,0.22,,2,3.3180666666666667,31
,100,... most of the gumballs.,most,0.41,,3,3.3180666666666667,31
,100,... all of the gumballs.,all,0.59,,3,3.3180666666666667,31
,100,... some of the gumballs.,some,0,,3,3.3180666666666667,31
,100,,other,0,,3,3.3180666666666667,31
,60,... most of the gumballs.,most,0.1100000000000001,,4,3.3180666666666667,31
,60,... all of the gumballs.,all,0.43,,4,3.3180666666666667,31
,60,... some of the gumballs.,some,0.29,,4,3.3180666666666667,31
,60,,other,0.17,,4,3.3180666666666667,31
,25,... most of the gumballs.,most,0.39,,5,3.3180666666666667,31
,25,... all of the gumballs.,all,0.47,,5,3.3180666666666667,31
,25,... some of the gumballs.,some,0.14,,5,3.3180666666666667,31
,25,,other,0,,5,3.3180666666666667,31
,75,... most of the gumballs.,most,0.18000000000000005,,6,3.3180666666666667,31
,75,... all of the gumballs.,all,0.33,,6,3.3180666666666667,31
