color,Answer.time_in_minutes,label,quantifier,block_trial,type,Answer.bonus,utterance,position,block,Answer.condition,init_images,utterance_label,trial,percentage,workerid,clicked
blue,13.9215,target,some,1,25_50_1,199.5, The machine dispensed,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,45,25,7,1
orange,13.9215,competitor,some,1,25_50_1,199.5, The machine dispensed,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,45,50,7,0
blue,13.9215,target,some,1,25_50_1,199.5, The machine dispensed some of the,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,45,25,7,1
orange,13.9215,competitor,some,1,25_50_1,199.5, The machine dispensed some of the,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,45,50,7,0
blue,13.9215,target,some,1,25_50_1,199.5, The machine dispensed some of the blue ones.,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,45,25,7,1
orange,13.9215,competitor,some,1,25_50_1,199.5, The machine dispensed some of the blue ones.,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,45,50,7,0
orange,13.9215,target,all,2,75_100_2,199.5, The machine dispensed,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,46,100,7,1
blue,13.9215,competitor,all,2,75_100_2,199.5, The machine dispensed,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,46,75,7,0
orange,13.9215,target,all,2,75_100_2,199.5, The machine dispensed all of the,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,46,100,7,1
blue,13.9215,competitor,all,2,75_100_2,199.5, The machine dispensed all of the,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,46,75,7,0
orange,13.9215,target,all,2,75_100_2,199.5, The machine dispensed all of the orange ones.,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,46,100,7,1
blue,13.9215,competitor,all,2,75_100_2,199.5, The machine dispensed all of the orange ones.,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,46,75,7,0
blue,13.9215,target,none,3,90_0_2,199.5, The machine dispensed,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,47,0,7,1
orange,13.9215,competitor,none,3,90_0_2,199.5, The machine dispensed,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,47,90,7,0
blue,13.9215,target,none,3,90_0_2,199.5, The machine dispensed none of the,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,47,0,7,1
orange,13.9215,competitor,none,3,90_0_2,199.5, The machine dispensed none of the,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,47,90,7,0
blue,13.9215,target,none,3,90_0_2,199.5, The machine dispensed none of the blue ones.,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,47,0,7,1
orange,13.9215,competitor,none,3,90_0_2,199.5, The machine dispensed none of the blue ones.,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,47,90,7,0
orange,13.9215,competitor,many,4,90_0_1,199.5, The machine dispensed,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,48,0,7,1
blue,13.9215,target,many,4,90_0_1,199.5, The machine dispensed,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,48,90,7,0
orange,13.9215,competitor,many,4,90_0_1,199.5, The machine dispensed many of the,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,48,0,7,0
blue,13.9215,target,many,4,90_0_1,199.5, The machine dispensed many of the,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,48,90,7,1
orange,13.9215,competitor,many,4,90_0_1,199.5, The machine dispensed many of the blue ones.,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,48,0,7,0
blue,13.9215,target,many,4,90_0_1,199.5, The machine dispensed many of the blue ones.,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,48,90,7,1
orange,13.9215,competitor,many,5,75_100_1,199.5, The machine dispensed,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,49,100,7,0
blue,13.9215,target,many,5,75_100_1,199.5, The machine dispensed,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,49,75,7,1
orange,13.9215,competitor,many,5,75_100_1,199.5, The machine dispensed many of the,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,49,100,7,1
blue,13.9215,target,many,5,75_100_1,199.5, The machine dispensed many of the,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,49,75,7,0
orange,13.9215,competitor,many,5,75_100_1,199.5, The machine dispensed many of the blue ones.,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,49,100,7,0
blue,13.9215,target,many,5,75_100_1,199.5, The machine dispensed many of the blue ones.,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,49,75,7,1
orange,13.9215,target,some,6,50_90_1,199.5, The machine dispensed,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,50,50,7,0
blue,13.9215,competitor,some,6,50_90_1,199.5, The machine dispensed,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,50,90,7,1
orange,13.9215,target,some,6,50_90_1,199.5, The machine dispensed some of the,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,50,50,7,1
blue,13.9215,competitor,some,6,50_90_1,199.5, The machine dispensed some of the,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,50,90,7,0
orange,13.9215,target,some,6,50_90_1,199.5, The machine dispensed some of the orange ones.,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,50,50,7,1
blue,13.9215,competitor,some,6,50_90_1,199.5, The machine dispensed some of the orange ones.,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,50,90,7,0
orange,13.9215,target,many,7,50_90_2,199.5, The machine dispensed,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,51,90,7,1
blue,13.9215,competitor,many,7,50_90_2,199.5, The machine dispensed,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,51,50,7,0
orange,13.9215,target,many,7,50_90_2,199.5, The machine dispensed many of the,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,51,90,7,0
blue,13.9215,competitor,many,7,50_90_2,199.5, The machine dispensed many of the,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,51,50,7,1
orange,13.9215,target,many,7,50_90_2,199.5, The machine dispensed many of the orange ones.,1,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,51,90,7,0
blue,13.9215,competitor,many,7,50_90_2,199.5, The machine dispensed many of the orange ones.,2,6,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,51,50,7,1
blue,13.9215,competitor,some,8,25_50_2,199.5, The machine dispensed,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,52,25,7,1
orange,13.9215,target,some,8,25_50_2,199.5, The machine dispensed,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,52,50,7,0
blue,13.9215,competitor,some,8,25_50_2,199.5, The machine dispensed some of the,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,52,25,7,1
orange,13.9215,target,some,8,25_50_2,199.5, The machine dispensed some of the,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,52,50,7,0
blue,13.9215,competitor,some,8,25_50_2,199.5, The machine dispensed some of the orange ones.,1,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,52,25,7,0
orange,13.9215,target,some,8,25_50_2,199.5, The machine dispensed some of the orange ones.,2,6,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,52,50,7,1
blue,13.9215,target,some,1,25_50_2,199.5, The machine dispensed,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,53,50,7,0
orange,13.9215,competitor,some,1,25_50_2,199.5, The machine dispensed,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,53,25,7,1
blue,13.9215,target,some,1,25_50_2,199.5, The machine dispensed some of the,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,53,50,7,0
orange,13.9215,competitor,some,1,25_50_2,199.5, The machine dispensed some of the,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,53,25,7,1
blue,13.9215,target,some,1,25_50_2,199.5, The machine dispensed some of the blue ones.,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,53,50,7,1
orange,13.9215,competitor,some,1,25_50_2,199.5, The machine dispensed some of the blue ones.,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,53,25,7,0
orange,13.9215,target,some,2,25_50_1,199.5, The machine dispensed,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,54,25,7,1
blue,13.9215,competitor,some,2,25_50_1,199.5, The machine dispensed,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,54,50,7,0
orange,13.9215,target,some,2,25_50_1,199.5, The machine dispensed some of the,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,54,25,7,1
blue,13.9215,competitor,some,2,25_50_1,199.5, The machine dispensed some of the,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,54,50,7,0
orange,13.9215,target,some,2,25_50_1,199.5, The machine dispensed some of the orange ones.,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,54,25,7,1
blue,13.9215,competitor,some,2,25_50_1,199.5, The machine dispensed some of the orange ones.,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,54,50,7,0
orange,13.9215,target,all,3,75_100_2,199.5, The machine dispensed,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,55,100,7,1
blue,13.9215,competitor,all,3,75_100_2,199.5, The machine dispensed,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,55,75,7,0
orange,13.9215,target,all,3,75_100_2,199.5, The machine dispensed all of the,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,55,100,7,1
blue,13.9215,competitor,all,3,75_100_2,199.5, The machine dispensed all of the,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,55,75,7,0
orange,13.9215,target,all,3,75_100_2,199.5, The machine dispensed all of the orange ones.,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,55,100,7,1
blue,13.9215,competitor,all,3,75_100_2,199.5, The machine dispensed all of the orange ones.,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,55,75,7,0
orange,13.9215,competitor,some,4,50_90_1,199.5, The machine dispensed,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,56,90,7,1
blue,13.9215,target,some,4,50_90_1,199.5, The machine dispensed,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,56,50,7,0
orange,13.9215,competitor,some,4,50_90_1,199.5, The machine dispensed some of the,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,56,90,7,1
blue,13.9215,target,some,4,50_90_1,199.5, The machine dispensed some of the,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,56,50,7,0
orange,13.9215,competitor,some,4,50_90_1,199.5, The machine dispensed some of the blue ones.,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,56,90,7,0
blue,13.9215,target,some,4,50_90_1,199.5, The machine dispensed some of the blue ones.,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,56,50,7,1
orange,13.9215,target,many,5,90_0_1,199.5, The machine dispensed,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,57,90,7,1
blue,13.9215,competitor,many,5,90_0_1,199.5, The machine dispensed,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,57,0,7,0
orange,13.9215,target,many,5,90_0_1,199.5, The machine dispensed many of the,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,57,90,7,1
blue,13.9215,competitor,many,5,90_0_1,199.5, The machine dispensed many of the,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,57,0,7,0
orange,13.9215,target,many,5,90_0_1,199.5, The machine dispensed many of the orange ones.,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,57,90,7,1
blue,13.9215,competitor,many,5,90_0_1,199.5, The machine dispensed many of the orange ones.,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,57,0,7,0
orange,13.9215,competitor,none,6,90_0_2,199.5, The machine dispensed,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,58,90,7,1
blue,13.9215,target,none,6,90_0_2,199.5, The machine dispensed,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,58,0,7,0
orange,13.9215,competitor,none,6,90_0_2,199.5, The machine dispensed none of the,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,58,90,7,0
blue,13.9215,target,none,6,90_0_2,199.5, The machine dispensed none of the,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,58,0,7,1
orange,13.9215,competitor,none,6,90_0_2,199.5, The machine dispensed none of the blue ones.,1,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,58,90,7,0
blue,13.9215,target,none,6,90_0_2,199.5, The machine dispensed none of the blue ones.,2,7,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,58,0,7,1
blue,13.9215,competitor,many,7,50_90_2,199.5, The machine dispensed,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,59,50,7,0
orange,13.9215,target,many,7,50_90_2,199.5, The machine dispensed,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,59,90,7,1
blue,13.9215,competitor,many,7,50_90_2,199.5, The machine dispensed many of the,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,59,50,7,0
orange,13.9215,target,many,7,50_90_2,199.5, The machine dispensed many of the,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,59,90,7,1
blue,13.9215,competitor,many,7,50_90_2,199.5, The machine dispensed many of the orange ones.,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,59,50,7,0
orange,13.9215,target,many,7,50_90_2,199.5, The machine dispensed many of the orange ones.,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,59,90,7,1
blue,13.9215,competitor,many,8,75_100_1,199.5, The machine dispensed,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,60,100,7,0
orange,13.9215,target,many,8,75_100_1,199.5, The machine dispensed,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,60,75,7,1
blue,13.9215,competitor,many,8,75_100_1,199.5, The machine dispensed many of the,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,60,100,7,0
orange,13.9215,target,many,8,75_100_1,199.5, The machine dispensed many of the,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,60,75,7,1
blue,13.9215,competitor,many,8,75_100_1,199.5, The machine dispensed many of the orange ones.,1,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,60,100,7,0
orange,13.9215,target,many,8,75_100_1,199.5, The machine dispensed many of the orange ones.,2,7,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,60,75,7,1
orange,13.9215,competitor,some,1,25_50_1,199.5, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,61,50,7,1
blue,13.9215,target,some,1,25_50_1,199.5, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,61,25,7,0
orange,13.9215,competitor,some,1,25_50_1,199.5, The machine dispensed some of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,61,50,7,1
blue,13.9215,target,some,1,25_50_1,199.5, The machine dispensed some of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,61,25,7,0
orange,13.9215,competitor,some,1,25_50_1,199.5, The machine dispensed some of the blue ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,61,50,7,0
blue,13.9215,target,some,1,25_50_1,199.5, The machine dispensed some of the blue ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,61,25,7,1
blue,13.9215,target,many,2,75_100_1,199.5, The machine dispensed,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,62,75,7,0
orange,13.9215,competitor,many,2,75_100_1,199.5, The machine dispensed,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,62,100,7,1
blue,13.9215,target,many,2,75_100_1,199.5, The machine dispensed many of the,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,62,75,7,0
orange,13.9215,competitor,many,2,75_100_1,199.5, The machine dispensed many of the,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,62,100,7,1
blue,13.9215,target,many,2,75_100_1,199.5, The machine dispensed many of the blue ones.,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,62,75,7,1
orange,13.9215,competitor,many,2,75_100_1,199.5, The machine dispensed many of the blue ones.,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,62,100,7,0
blue,13.9215,target,many,3,90_0_1,199.5, The machine dispensed,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,63,90,7,1
orange,13.9215,competitor,many,3,90_0_1,199.5, The machine dispensed,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,63,0,7,0
blue,13.9215,target,many,3,90_0_1,199.5, The machine dispensed many of the,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,63,90,7,1
orange,13.9215,competitor,many,3,90_0_1,199.5, The machine dispensed many of the,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,63,0,7,0
blue,13.9215,target,many,3,90_0_1,199.5, The machine dispensed many of the blue ones.,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,63,90,7,1
orange,13.9215,competitor,many,3,90_0_1,199.5, The machine dispensed many of the blue ones.,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,63,0,7,0
orange,13.9215,target,many,4,50_90_2,199.5, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,64,90,7,1
blue,13.9215,competitor,many,4,50_90_2,199.5, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,64,50,7,0
orange,13.9215,target,many,4,50_90_2,199.5, The machine dispensed many of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,64,90,7,1
blue,13.9215,competitor,many,4,50_90_2,199.5, The machine dispensed many of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,64,50,7,0
orange,13.9215,target,many,4,50_90_2,199.5, The machine dispensed many of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,64,90,7,1
blue,13.9215,competitor,many,4,50_90_2,199.5, The machine dispensed many of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,64,50,7,0
blue,13.9215,competitor,some,5,25_50_2,199.5, The machine dispensed,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,65,25,7,1
orange,13.9215,target,some,5,25_50_2,199.5, The machine dispensed,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,65,50,7,0
blue,13.9215,competitor,some,5,25_50_2,199.5, The machine dispensed some of the,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,65,25,7,1
orange,13.9215,target,some,5,25_50_2,199.5, The machine dispensed some of the,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,65,50,7,0
blue,13.9215,competitor,some,5,25_50_2,199.5, The machine dispensed some of the orange ones.,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,65,25,7,1
orange,13.9215,target,some,5,25_50_2,199.5, The machine dispensed some of the orange ones.,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,65,50,7,0
blue,13.9215,competitor,none,6,90_0_2,199.5, The machine dispensed,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,66,90,7,0
orange,13.9215,target,none,6,90_0_2,199.5, The machine dispensed,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,66,0,7,1
blue,13.9215,competitor,none,6,90_0_2,199.5, The machine dispensed none of the,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,66,90,7,0
orange,13.9215,target,none,6,90_0_2,199.5, The machine dispensed none of the,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,66,0,7,1
blue,13.9215,competitor,none,6,90_0_2,199.5, The machine dispensed none of the orange ones.,1,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,66,90,7,0
orange,13.9215,target,none,6,90_0_2,199.5, The machine dispensed none of the orange ones.,2,8,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,66,0,7,1
orange,13.9215,target,all,7,75_100_2,199.5, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,67,100,7,0
blue,13.9215,competitor,all,7,75_100_2,199.5, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,67,75,7,1
orange,13.9215,target,all,7,75_100_2,199.5, The machine dispensed all of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,67,100,7,1
blue,13.9215,competitor,all,7,75_100_2,199.5, The machine dispensed all of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,67,75,7,0
orange,13.9215,target,all,7,75_100_2,199.5, The machine dispensed all of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,67,100,7,1
blue,13.9215,competitor,all,7,75_100_2,199.5, The machine dispensed all of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,67,75,7,0
orange,13.9215,target,some,8,50_90_1,199.5, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,68,50,7,1
blue,13.9215,competitor,some,8,50_90_1,199.5, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,68,90,7,0
orange,13.9215,target,some,8,50_90_1,199.5, The machine dispensed some of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,68,50,7,1
blue,13.9215,competitor,some,8,50_90_1,199.5, The machine dispensed some of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,68,90,7,0
orange,13.9215,target,some,8,50_90_1,199.5, The machine dispensed some of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,68,50,7,1
blue,13.9215,competitor,some,8,50_90_1,199.5, The machine dispensed some of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,68,90,7,0
orange,9.520383333333333,competitor,all,1,0_100_2,191, The machine dispensed,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,1,0,8,0
blue,9.520383333333333,target,all,1,0_100_2,191, The machine dispensed,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,1,100,8,1
orange,9.520383333333333,competitor,all,1,0_100_2,191, The machine dispensed all of the,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,1,0,8,1
blue,9.520383333333333,target,all,1,0_100_2,191, The machine dispensed all of the,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,1,100,8,0
orange,9.520383333333333,competitor,all,1,0_100_2,191, The machine dispensed all of the blue ones.,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,1,0,8,0
blue,9.520383333333333,target,all,1,0_100_2,191, The machine dispensed all of the blue ones.,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,1,100,8,1
blue,9.520383333333333,target,none,2,0_100_1,191, The machine dispensed,1,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,2,0,8,0
orange,9.520383333333333,competitor,none,2,0_100_1,191, The machine dispensed,2,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,2,100,8,1
blue,9.520383333333333,target,none,2,0_100_1,191, The machine dispensed none of the,1,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,2,0,8,0
orange,9.520383333333333,competitor,none,2,0_100_1,191, The machine dispensed none of the,2,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,2,100,8,1
blue,9.520383333333333,target,none,2,0_100_1,191, The machine dispensed none of the blue ones.,1,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,2,0,8,0
orange,9.520383333333333,competitor,none,2,0_100_1,191, The machine dispensed none of the blue ones.,2,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,2,100,8,1
orange,9.520383333333333,target,all,3,0_100_2,191, The machine dispensed,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,3,100,8,1
blue,9.520383333333333,competitor,all,3,0_100_2,191, The machine dispensed,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,3,0,8,0
orange,9.520383333333333,target,all,3,0_100_2,191, The machine dispensed all of the,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,3,100,8,0
blue,9.520383333333333,competitor,all,3,0_100_2,191, The machine dispensed all of the,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,3,0,8,1
orange,9.520383333333333,target,all,3,0_100_2,191, The machine dispensed all of the orange ones.,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,3,100,8,1
blue,9.520383333333333,competitor,all,3,0_100_2,191, The machine dispensed all of the orange ones.,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,3,0,8,0
orange,9.520383333333333,target,none,4,0_100_1,191, The machine dispensed,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,4,0,8,1
blue,9.520383333333333,competitor,none,4,0_100_1,191, The machine dispensed,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,4,100,8,0
orange,9.520383333333333,target,none,4,0_100_1,191, The machine dispensed none of the,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,4,0,8,1
blue,9.520383333333333,competitor,none,4,0_100_1,191, The machine dispensed none of the,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,4,100,8,0
orange,9.520383333333333,target,none,4,0_100_1,191, The machine dispensed none of the orange ones.,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,4,0,8,0
