clicked,color,utterance_label,type,quantifier,Answer.time_in_minutes,Answer.bonus,Answer.condition,block,percentage,workerid,label,block_trial,position,trial,utterance,init_images
1,blue,color,25_100_2,all,8.729066666666666,199,most,8,100,6,target,5,2,65, The machine dispensed all of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,60_90_1,most,8.729066666666666,199,most,8,90,6,competitor,6,1,66, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_1,most,8.729066666666666,199,most,8,60,6,target,6,2,66, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,60_90_1,most,8.729066666666666,199,most,8,90,6,competitor,6,1,66, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,60_90_1,most,8.729066666666666,199,most,8,60,6,target,6,2,66, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_1,most,8.729066666666666,199,most,8,90,6,competitor,6,1,66, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_1,most,8.729066666666666,199,most,8,60,6,target,6,2,66, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,60_90_2,most,8.729066666666666,199,most,8,60,6,competitor,7,1,67, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_2,most,8.729066666666666,199,most,8,90,6,target,7,2,67, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,60_90_2,most,8.729066666666666,199,most,8,60,6,competitor,7,1,67, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,60_90_2,most,8.729066666666666,199,most,8,90,6,target,7,2,67, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_2,most,8.729066666666666,199,most,8,60,6,competitor,7,1,67, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_2,most,8.729066666666666,199,most,8,90,6,target,7,2,67, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,40_0_2,none,8.729066666666666,199,most,8,40,6,competitor,8,1,68, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_2,none,8.729066666666666,199,most,8,0,6,target,8,2,68, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,40_0_2,none,8.729066666666666,199,most,8,40,6,competitor,8,1,68, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,40_0_2,none,8.729066666666666,199,most,8,0,6,target,8,2,68, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,40_0_2,none,8.729066666666666,199,most,8,40,6,competitor,8,1,68, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,40_0_2,none,8.729066666666666,199,most,8,0,6,target,8,2,68, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,0_100_1,none,10.072633333333334,197,most,0,100,7,competitor,1,1,1, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,0_100_1,none,10.072633333333334,197,most,0,0,7,target,1,2,1, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,0_100_1,none,10.072633333333334,197,most,0,100,7,competitor,1,1,1, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,0_100_1,none,10.072633333333334,197,most,0,0,7,target,1,2,1, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,0_100_1,none,10.072633333333334,197,most,0,100,7,competitor,1,1,1, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,0_100_1,none,10.072633333333334,197,most,0,0,7,target,1,2,1, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,0_100_2,all,10.072633333333334,197,most,0,100,7,target,2,1,2, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,0_100_2,all,10.072633333333334,197,most,0,0,7,competitor,2,2,2, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,0_100_2,all,10.072633333333334,197,most,0,100,7,target,2,1,2, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,0_100_2,all,10.072633333333334,197,most,0,0,7,competitor,2,2,2, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,0_100_2,all,10.072633333333334,197,most,0,100,7,target,2,1,2, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,0_100_2,all,10.072633333333334,197,most,0,0,7,competitor,2,2,2, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,0_100_1,none,10.072633333333334,197,most,0,0,7,target,3,1,3, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,0_100_1,none,10.072633333333334,197,most,0,100,7,competitor,3,2,3, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,0_100_1,none,10.072633333333334,197,most,0,0,7,target,3,1,3, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,0_100_1,none,10.072633333333334,197,most,0,100,7,competitor,3,2,3, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,0_100_1,none,10.072633333333334,197,most,0,0,7,target,3,1,3, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,0_100_1,none,10.072633333333334,197,most,0,100,7,competitor,3,2,3, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,0_100_2,all,10.072633333333334,197,most,0,100,7,target,4,1,4, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,0_100_2,all,10.072633333333334,197,most,0,0,7,competitor,4,2,4, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,0_100_2,all,10.072633333333334,197,most,0,100,7,target,4,1,4, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,0_100_2,all,10.072633333333334,197,most,0,0,7,competitor,4,2,4, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,0_100_2,all,10.072633333333334,197,most,0,100,7,target,4,1,4, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,0_100_2,all,10.072633333333334,197,most,0,0,7,competitor,4,2,4, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_2,all,10.072633333333334,197,most,1,100,7,target,1,1,5, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_100_2,all,10.072633333333334,197,most,1,25,7,competitor,1,2,5, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_100_2,all,10.072633333333334,197,most,1,100,7,target,1,1,5, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_100_2,all,10.072633333333334,197,most,1,25,7,competitor,1,2,5, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_100_2,all,10.072633333333334,197,most,1,100,7,target,1,1,5, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_100_2,all,10.072633333333334,197,most,1,25,7,competitor,1,2,5, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_100_1,some,10.072633333333334,197,most,1,100,7,competitor,2,1,6, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_1,some,10.072633333333334,197,most,1,25,7,target,2,2,6, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,25_100_1,some,10.072633333333334,197,most,1,100,7,competitor,2,1,6, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,25_100_1,some,10.072633333333334,197,most,1,25,7,target,2,2,6, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,25_100_1,some,10.072633333333334,197,most,1,100,7,competitor,2,1,6, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,25_100_1,some,10.072633333333334,197,most,1,25,7,target,2,2,6, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_1,most,10.072633333333334,197,most,1,90,7,competitor,3,1,7, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_1,most,10.072633333333334,197,most,1,60,7,target,3,2,7, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,60_90_1,most,10.072633333333334,197,most,1,90,7,competitor,3,1,7, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,60_90_1,most,10.072633333333334,197,most,1,60,7,target,3,2,7, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_1,most,10.072633333333334,197,most,1,90,7,competitor,3,1,7, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_1,most,10.072633333333334,197,most,1,60,7,target,3,2,7, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,25_60_1,some,10.072633333333334,197,most,1,60,7,competitor,4,1,8, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_1,some,10.072633333333334,197,most,1,25,7,target,4,2,8, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_60_1,some,10.072633333333334,197,most,1,60,7,competitor,4,1,8, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_60_1,some,10.072633333333334,197,most,1,25,7,target,4,2,8, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_60_1,some,10.072633333333334,197,most,1,60,7,competitor,4,1,8, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_60_1,some,10.072633333333334,197,most,1,25,7,target,4,2,8, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_60_2,most,10.072633333333334,197,most,1,25,7,competitor,5,1,9, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_60_2,most,10.072633333333334,197,most,1,60,7,target,5,2,9, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_60_2,most,10.072633333333334,197,most,1,25,7,competitor,5,1,9, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_60_2,most,10.072633333333334,197,most,1,60,7,target,5,2,9, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,25_60_2,most,10.072633333333334,197,most,1,25,7,competitor,5,1,9, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,25_60_2,most,10.072633333333334,197,most,1,60,7,target,5,2,9, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_1,some,10.072633333333334,197,most,1,0,7,competitor,6,1,10, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_1,some,10.072633333333334,197,most,1,40,7,target,6,2,10, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,40_0_1,some,10.072633333333334,197,most,1,0,7,competitor,6,1,10, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,40_0_1,some,10.072633333333334,197,most,1,40,7,target,6,2,10, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,40_0_1,some,10.072633333333334,197,most,1,0,7,competitor,6,1,10, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,40_0_1,some,10.072633333333334,197,most,1,40,7,target,6,2,10, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_2,none,10.072633333333334,197,most,1,40,7,competitor,7,1,11, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_2,none,10.072633333333334,197,most,1,0,7,target,7,2,11, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,40_0_2,none,10.072633333333334,197,most,1,40,7,competitor,7,1,11, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,40_0_2,none,10.072633333333334,197,most,1,0,7,target,7,2,11, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,40_0_2,none,10.072633333333334,197,most,1,40,7,competitor,7,1,11, The machine dispensed none of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,40_0_2,none,10.072633333333334,197,most,1,0,7,target,7,2,11, The machine dispensed none of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_2,most,10.072633333333334,197,most,1,90,7,target,8,1,12, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_2,most,10.072633333333334,197,most,1,60,7,competitor,8,2,12, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,60_90_2,most,10.072633333333334,197,most,1,90,7,target,8,1,12, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,60_90_2,most,10.072633333333334,197,most,1,60,7,competitor,8,2,12, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,60_90_2,most,10.072633333333334,197,most,1,90,7,target,8,1,12, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,60_90_2,most,10.072633333333334,197,most,1,60,7,competitor,8,2,12, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_1,some,10.072633333333334,197,most,2,100,7,competitor,1,1,13, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_100_1,some,10.072633333333334,197,most,2,25,7,target,1,2,13, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,25_100_1,some,10.072633333333334,197,most,2,100,7,competitor,1,1,13, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,25_100_1,some,10.072633333333334,197,most,2,25,7,target,1,2,13, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,25_100_1,some,10.072633333333334,197,most,2,100,7,competitor,1,1,13, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,25_100_1,some,10.072633333333334,197,most,2,25,7,target,1,2,13, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_2,most,10.072633333333334,197,most,2,25,7,competitor,2,1,14, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_2,most,10.072633333333334,197,most,2,60,7,target,2,2,14, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_60_2,most,10.072633333333334,197,most,2,25,7,competitor,2,1,14, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_60_2,most,10.072633333333334,197,most,2,60,7,target,2,2,14, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_60_2,most,10.072633333333334,197,most,2,25,7,competitor,2,1,14, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_60_2,most,10.072633333333334,197,most,2,60,7,target,2,2,14, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,60_90_2,most,10.072633333333334,197,most,2,60,7,competitor,3,1,15, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_2,most,10.072633333333334,197,most,2,90,7,target,3,2,15, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,60_90_2,most,10.072633333333334,197,most,2,60,7,competitor,3,1,15, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,60_90_2,most,10.072633333333334,197,most,2,90,7,target,3,2,15, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_2,most,10.072633333333334,197,most,2,60,7,competitor,3,1,15, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_2,most,10.072633333333334,197,most,2,90,7,target,3,2,15, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,prior,40_0_1,some,10.072633333333334,197,most,2,40,7,target,4,1,16, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,40_0_1,some,10.072633333333334,197,most,2,0,7,competitor,4,2,16, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,40_0_1,some,10.072633333333334,197,most,2,40,7,target,4,1,16, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,40_0_1,some,10.072633333333334,197,most,2,0,7,competitor,4,2,16, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,40_0_1,some,10.072633333333334,197,most,2,40,7,target,4,1,16, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,40_0_1,some,10.072633333333334,197,most,2,0,7,competitor,4,2,16, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,40_0_2,none,10.072633333333334,197,most,2,0,7,target,5,1,17, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_2,none,10.072633333333334,197,most,2,40,7,competitor,5,2,17, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,40_0_2,none,10.072633333333334,197,most,2,0,7,target,5,1,17, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,40_0_2,none,10.072633333333334,197,most,2,40,7,competitor,5,2,17, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,40_0_2,none,10.072633333333334,197,most,2,0,7,target,5,1,17, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,40_0_2,none,10.072633333333334,197,most,2,40,7,competitor,5,2,17, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_1,some,10.072633333333334,197,most,2,25,7,target,6,1,18, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_1,some,10.072633333333334,197,most,2,60,7,competitor,6,2,18, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,25_60_1,some,10.072633333333334,197,most,2,25,7,target,6,1,18, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,25_60_1,some,10.072633333333334,197,most,2,60,7,competitor,6,2,18, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_60_1,some,10.072633333333334,197,most,2,25,7,target,6,1,18, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_60_1,some,10.072633333333334,197,most,2,60,7,competitor,6,2,18, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_100_2,all,10.072633333333334,197,most,2,100,7,target,7,1,19, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_2,all,10.072633333333334,197,most,2,25,7,competitor,7,2,19, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_100_2,all,10.072633333333334,197,most,2,100,7,target,7,1,19, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_100_2,all,10.072633333333334,197,most,2,25,7,competitor,7,2,19, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_100_2,all,10.072633333333334,197,most,2,100,7,target,7,1,19, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_100_2,all,10.072633333333334,197,most,2,25,7,competitor,7,2,19, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_1,most,10.072633333333334,197,most,2,60,7,target,8,1,20, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_1,most,10.072633333333334,197,most,2,90,7,competitor,8,2,20, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,60_90_1,most,10.072633333333334,197,most,2,60,7,target,8,1,20, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,60_90_1,most,10.072633333333334,197,most,2,90,7,competitor,8,2,20, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,60_90_1,most,10.072633333333334,197,most,2,60,7,target,8,1,20, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,60_90_1,most,10.072633333333334,197,most,2,90,7,competitor,8,2,20, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,40_0_1,some,10.072633333333334,197,most,3,40,7,target,1,1,21, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_1,some,10.072633333333334,197,most,3,0,7,competitor,1,2,21, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,40_0_1,some,10.072633333333334,197,most,3,40,7,target,1,1,21, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,40_0_1,some,10.072633333333334,197,most,3,0,7,competitor,1,2,21, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,40_0_1,some,10.072633333333334,197,most,3,40,7,target,1,1,21, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_1,some,10.072633333333334,197,most,3,0,7,competitor,1,2,21, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,25_60_2,most,10.072633333333334,197,most,3,60,7,target,2,1,22, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_2,most,10.072633333333334,197,most,3,25,7,competitor,2,2,22, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_60_2,most,10.072633333333334,197,most,3,60,7,target,2,1,22, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_60_2,most,10.072633333333334,197,most,3,25,7,competitor,2,2,22, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_60_2,most,10.072633333333334,197,most,3,60,7,target,2,1,22, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_60_2,most,10.072633333333334,197,most,3,25,7,competitor,2,2,22, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,40_0_2,none,10.072633333333334,197,most,3,40,7,competitor,3,1,23, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_2,none,10.072633333333334,197,most,3,0,7,target,3,2,23, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,40_0_2,none,10.072633333333334,197,most,3,40,7,competitor,3,1,23, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,40_0_2,none,10.072633333333334,197,most,3,0,7,target,3,2,23, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,40_0_2,none,10.072633333333334,197,most,3,40,7,competitor,3,1,23, The machine dispensed none of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,40_0_2,none,10.072633333333334,197,most,3,0,7,target,3,2,23, The machine dispensed none of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,60_90_2,most,10.072633333333334,197,most,3,90,7,target,4,1,24, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_2,most,10.072633333333334,197,most,3,60,7,competitor,4,2,24, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,60_90_2,most,10.072633333333334,197,most,3,90,7,target,4,1,24, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,60_90_2,most,10.072633333333334,197,most,3,60,7,competitor,4,2,24, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,60_90_2,most,10.072633333333334,197,most,3,90,7,target,4,1,24, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,60_90_2,most,10.072633333333334,197,most,3,60,7,competitor,4,2,24, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,prior,25_100_2,all,10.072633333333334,197,most,3,100,7,target,5,1,25, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_2,all,10.072633333333334,197,most,3,25,7,competitor,5,2,25, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_100_2,all,10.072633333333334,197,most,3,100,7,target,5,1,25, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_100_2,all,10.072633333333334,197,most,3,25,7,competitor,5,2,25, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
