type,trial,workerid,quantifier,block,color,Answer.time_in_minutes,Answer.bonus,label,utterance,block_trial,Answer.condition,position,utterance_label,init_images,percentage,clicked
50_90_2,44,8,many,5,orange,7.670083333333333,215,competitor, The machine dispensed many of the,8,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,44,8,many,5,blue,7.670083333333333,215,target, The machine dispensed many of the blue ones.,8,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,44,8,many,5,orange,7.670083333333333,215,competitor, The machine dispensed many of the blue ones.,8,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
75_100_1,45,8,many,6,orange,7.670083333333333,215,target, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,45,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,45,8,many,6,orange,7.670083333333333,215,target, The machine dispensed many of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,45,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed many of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,45,8,many,6,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,45,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
50_90_2,46,8,many,6,orange,7.670083333333333,215,target, The machine dispensed,2,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_2,46,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed,2,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_2,46,8,many,6,orange,7.670083333333333,215,target, The machine dispensed many of the,2,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_2,46,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed many of the,2,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_2,46,8,many,6,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,2,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_2,46,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,2,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
75_100_2,47,8,all,6,orange,7.670083333333333,215,target, The machine dispensed,3,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,47,8,all,6,blue,7.670083333333333,215,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,47,8,all,6,orange,7.670083333333333,215,target, The machine dispensed all of the,3,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,47,8,all,6,blue,7.670083333333333,215,competitor, The machine dispensed all of the,3,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,47,8,all,6,orange,7.670083333333333,215,target, The machine dispensed all of the orange ones.,3,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,47,8,all,6,blue,7.670083333333333,215,competitor, The machine dispensed all of the orange ones.,3,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
25_50_1,48,8,some,6,orange,7.670083333333333,215,competitor, The machine dispensed,4,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,48,8,some,6,blue,7.670083333333333,215,target, The machine dispensed,4,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_1,48,8,some,6,orange,7.670083333333333,215,competitor, The machine dispensed some of the,4,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,48,8,some,6,blue,7.670083333333333,215,target, The machine dispensed some of the,4,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_1,48,8,some,6,orange,7.670083333333333,215,competitor, The machine dispensed some of the blue ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,48,8,some,6,blue,7.670083333333333,215,target, The machine dispensed some of the blue ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,49,8,some,6,orange,7.670083333333333,215,competitor, The machine dispensed,5,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,49,8,some,6,blue,7.670083333333333,215,target, The machine dispensed,5,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,49,8,some,6,orange,7.670083333333333,215,competitor, The machine dispensed some of the,5,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,49,8,some,6,blue,7.670083333333333,215,target, The machine dispensed some of the,5,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,49,8,some,6,orange,7.670083333333333,215,competitor, The machine dispensed some of the blue ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,49,8,some,6,blue,7.670083333333333,215,target, The machine dispensed some of the blue ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
90_0_2,50,8,none,6,blue,7.670083333333333,215,target, The machine dispensed,6,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_2,50,8,none,6,orange,7.670083333333333,215,competitor, The machine dispensed,6,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_2,50,8,none,6,blue,7.670083333333333,215,target, The machine dispensed none of the,6,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,50,8,none,6,orange,7.670083333333333,215,competitor, The machine dispensed none of the,6,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,50,8,none,6,blue,7.670083333333333,215,target, The machine dispensed none of the blue ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,50,8,none,6,orange,7.670083333333333,215,competitor, The machine dispensed none of the blue ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_1,51,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed,7,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_1,51,8,many,6,orange,7.670083333333333,215,target, The machine dispensed,7,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_1,51,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed many of the,7,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,51,8,many,6,orange,7.670083333333333,215,target, The machine dispensed many of the,7,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,51,8,many,6,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,7,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,51,8,many,6,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,7,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_1,52,8,some,6,blue,7.670083333333333,215,competitor, The machine dispensed,8,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_1,52,8,some,6,orange,7.670083333333333,215,target, The machine dispensed,8,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_1,52,8,some,6,blue,7.670083333333333,215,competitor, The machine dispensed some of the,8,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,52,8,some,6,orange,7.670083333333333,215,target, The machine dispensed some of the,8,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,52,8,some,6,blue,7.670083333333333,215,competitor, The machine dispensed some of the orange ones.,8,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,52,8,some,6,orange,7.670083333333333,215,target, The machine dispensed some of the orange ones.,8,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
90_0_1,53,8,many,7,orange,7.670083333333333,215,target, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_1,53,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_1,53,8,many,7,orange,7.670083333333333,215,target, The machine dispensed many of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,53,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed many of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_1,53,8,many,7,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,53,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
25_50_1,54,8,some,7,blue,7.670083333333333,215,competitor, The machine dispensed,2,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
25_50_1,54,8,some,7,orange,7.670083333333333,215,target, The machine dispensed,2,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,0
25_50_1,54,8,some,7,blue,7.670083333333333,215,competitor, The machine dispensed some of the,2,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
25_50_1,54,8,some,7,orange,7.670083333333333,215,target, The machine dispensed some of the,2,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,0
25_50_1,54,8,some,7,blue,7.670083333333333,215,competitor, The machine dispensed some of the orange ones.,2,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,54,8,some,7,orange,7.670083333333333,215,target, The machine dispensed some of the orange ones.,2,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
90_0_2,55,8,none,7,blue,7.670083333333333,215,target, The machine dispensed,3,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_2,55,8,none,7,orange,7.670083333333333,215,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_2,55,8,none,7,blue,7.670083333333333,215,target, The machine dispensed none of the,3,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,55,8,none,7,orange,7.670083333333333,215,competitor, The machine dispensed none of the,3,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,55,8,none,7,blue,7.670083333333333,215,target, The machine dispensed none of the blue ones.,3,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,55,8,none,7,orange,7.670083333333333,215,competitor, The machine dispensed none of the blue ones.,3,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
75_100_1,56,8,many,7,orange,7.670083333333333,215,target, The machine dispensed,4,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,56,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,56,8,many,7,orange,7.670083333333333,215,target, The machine dispensed many of the,4,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,56,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed many of the,4,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,56,8,many,7,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,56,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
50_90_1,57,8,some,7,blue,7.670083333333333,215,target, The machine dispensed,5,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_1,57,8,some,7,orange,7.670083333333333,215,competitor, The machine dispensed,5,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_1,57,8,some,7,blue,7.670083333333333,215,target, The machine dispensed some of the,5,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,57,8,some,7,orange,7.670083333333333,215,competitor, The machine dispensed some of the,5,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,57,8,some,7,blue,7.670083333333333,215,target, The machine dispensed some of the blue ones.,5,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,57,8,some,7,orange,7.670083333333333,215,competitor, The machine dispensed some of the blue ones.,5,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,58,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,58,8,many,7,orange,7.670083333333333,215,target, The machine dispensed,6,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,58,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed many of the,6,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,58,8,many,7,orange,7.670083333333333,215,target, The machine dispensed many of the,6,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,58,8,many,7,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,58,8,many,7,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
25_50_2,59,8,some,7,orange,7.670083333333333,215,competitor, The machine dispensed,7,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,59,8,some,7,blue,7.670083333333333,215,target, The machine dispensed,7,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,59,8,some,7,orange,7.670083333333333,215,competitor, The machine dispensed some of the,7,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,59,8,some,7,blue,7.670083333333333,215,target, The machine dispensed some of the,7,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,59,8,some,7,orange,7.670083333333333,215,competitor, The machine dispensed some of the blue ones.,7,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,59,8,some,7,blue,7.670083333333333,215,target, The machine dispensed some of the blue ones.,7,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
75_100_2,60,8,all,7,orange,7.670083333333333,215,target, The machine dispensed,8,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,60,8,all,7,blue,7.670083333333333,215,competitor, The machine dispensed,8,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,60,8,all,7,orange,7.670083333333333,215,target, The machine dispensed all of the,8,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,60,8,all,7,blue,7.670083333333333,215,competitor, The machine dispensed all of the,8,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,60,8,all,7,orange,7.670083333333333,215,target, The machine dispensed all of the orange ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,60,8,all,7,blue,7.670083333333333,215,competitor, The machine dispensed all of the orange ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,61,8,all,8,orange,7.670083333333333,215,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,61,8,all,8,blue,7.670083333333333,215,target, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,61,8,all,8,orange,7.670083333333333,215,competitor, The machine dispensed all of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,61,8,all,8,blue,7.670083333333333,215,target, The machine dispensed all of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,61,8,all,8,orange,7.670083333333333,215,competitor, The machine dispensed all of the blue ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,61,8,all,8,blue,7.670083333333333,215,target, The machine dispensed all of the blue ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
90_0_2,62,8,none,8,blue,7.670083333333333,215,target, The machine dispensed,2,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_2,62,8,none,8,orange,7.670083333333333,215,competitor, The machine dispensed,2,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_2,62,8,none,8,blue,7.670083333333333,215,target, The machine dispensed none of the,2,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,62,8,none,8,orange,7.670083333333333,215,competitor, The machine dispensed none of the,2,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,62,8,none,8,blue,7.670083333333333,215,target, The machine dispensed none of the blue ones.,2,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,62,8,none,8,orange,7.670083333333333,215,competitor, The machine dispensed none of the blue ones.,2,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,63,8,many,8,blue,7.670083333333333,215,competitor, The machine dispensed,3,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,63,8,many,8,orange,7.670083333333333,215,target, The machine dispensed,3,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,63,8,many,8,blue,7.670083333333333,215,competitor, The machine dispensed many of the,3,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,63,8,many,8,orange,7.670083333333333,215,target, The machine dispensed many of the,3,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,63,8,many,8,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,3,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,63,8,many,8,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,3,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
75_100_1,64,8,many,8,blue,7.670083333333333,215,target, The machine dispensed,4,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_1,64,8,many,8,orange,7.670083333333333,215,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_1,64,8,many,8,blue,7.670083333333333,215,target, The machine dispensed many of the,4,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,64,8,many,8,orange,7.670083333333333,215,competitor, The machine dispensed many of the,4,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,64,8,many,8,blue,7.670083333333333,215,target, The machine dispensed many of the blue ones.,4,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,64,8,many,8,orange,7.670083333333333,215,competitor, The machine dispensed many of the blue ones.,4,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
25_50_1,65,8,some,8,blue,7.670083333333333,215,target, The machine dispensed,5,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_1,65,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed,5,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,65,8,some,8,blue,7.670083333333333,215,target, The machine dispensed some of the,5,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_1,65,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed some of the,5,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,65,8,some,8,blue,7.670083333333333,215,target, The machine dispensed some of the blue ones.,5,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_1,65,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed some of the blue ones.,5,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_2,66,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,66,8,some,8,blue,7.670083333333333,215,target, The machine dispensed,6,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,66,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed some of the,6,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,66,8,some,8,blue,7.670083333333333,215,target, The machine dispensed some of the,6,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,66,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed some of the blue ones.,6,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,66,8,some,8,blue,7.670083333333333,215,target, The machine dispensed some of the blue ones.,6,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,67,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed,7,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,67,8,some,8,blue,7.670083333333333,215,target, The machine dispensed,7,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,67,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed some of the,7,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,67,8,some,8,blue,7.670083333333333,215,target, The machine dispensed some of the,7,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,67,8,some,8,orange,7.670083333333333,215,competitor, The machine dispensed some of the blue ones.,7,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,67,8,some,8,blue,7.670083333333333,215,target, The machine dispensed some of the blue ones.,7,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
90_0_1,68,8,many,8,blue,7.670083333333333,215,competitor, The machine dispensed,8,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,68,8,many,8,orange,7.670083333333333,215,target, The machine dispensed,8,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,68,8,many,8,blue,7.670083333333333,215,competitor, The machine dispensed many of the,8,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,68,8,many,8,orange,7.670083333333333,215,target, The machine dispensed many of the,8,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,68,8,many,8,blue,7.670083333333333,215,competitor, The machine dispensed many of the orange ones.,8,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,68,8,many,8,orange,7.670083333333333,215,target, The machine dispensed many of the orange ones.,8,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
0_100_1,1,9,none,0,blue,5.904566666666667,201.5,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
0_100_1,1,9,none,0,orange,5.904566666666667,201.5,target, The machine dispensed,1,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
0_100_1,1,9,none,0,blue,5.904566666666667,201.5,competitor, The machine dispensed none of the,1,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
0_100_1,1,9,none,0,orange,5.904566666666667,201.5,target, The machine dispensed none of the,1,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
0_100_1,1,9,none,0,blue,5.904566666666667,201.5,competitor, The machine dispensed none of the orange ones.,1,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
0_100_1,1,9,none,0,orange,5.904566666666667,201.5,target, The machine dispensed none of the orange ones.,1,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
0_100_1,2,9,none,0,orange,5.904566666666667,201.5,competitor, The machine dispensed,2,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
0_100_1,2,9,none,0,blue,5.904566666666667,201.5,target, The machine dispensed,2,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
0_100_1,2,9,none,0,orange,5.904566666666667,201.5,competitor, The machine dispensed none of the,2,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
0_100_1,2,9,none,0,blue,5.904566666666667,201.5,target, The machine dispensed none of the,2,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
0_100_1,2,9,none,0,orange,5.904566666666667,201.5,competitor, The machine dispensed none of the blue ones.,2,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
0_100_1,2,9,none,0,blue,5.904566666666667,201.5,target, The machine dispensed none of the blue ones.,2,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
0_100_2,3,9,all,0,orange,5.904566666666667,201.5,competitor, The machine dispensed,3,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
0_100_2,3,9,all,0,blue,5.904566666666667,201.5,target, The machine dispensed,3,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
0_100_2,3,9,all,0,orange,5.904566666666667,201.5,competitor, The machine dispensed all of the,3,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
0_100_2,3,9,all,0,blue,5.904566666666667,201.5,target, The machine dispensed all of the,3,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
0_100_2,3,9,all,0,orange,5.904566666666667,201.5,competitor, The machine dispensed all of the blue ones.,3,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
0_100_2,3,9,all,0,blue,5.904566666666667,201.5,target, The machine dispensed all of the blue ones.,3,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
